rank,candidate_id,job_role,final_score,scoring_mode,skill_score,experience_score,education_score,semantic_score,rating,recommendation,priority,zone,explanation,bias_flags,missing_scores,rejection_reasons,source_file
445,Resume_4_Medical_Data_Analyst_skills,data analytics trainer,44.2,passthrough,90.0,8.0,46.0,17.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=44.2 < 50.0. Top drivers: ATS match=44, Skill match=90, Experience=8.",,,below_review_threshold (44.2 < 50.0),ranked_Data_Analytics_Trainer_Healthcare_parsed_jd.json
446,Resume_4_Medical_Data_Analyst_skills,healthcare business analyst,44.1,passthrough,90.0,11.0,46.0,12.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=44.1 < 50.0. Top drivers: ATS match=44, Skill match=90, Experience=11.",,,below_review_threshold (44.1 < 50.0),ranked_Healthcare_Business_Analyst_parsed_jd.json
447,Resume_4_Medical_Data_Analyst_skills,lead data analyst (healthcare),44.1,passthrough,90.0,9.0,46.0,15.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=44.1 < 50.0. Top drivers: ATS match=44, Skill match=90, Experience=9.",,,below_review_threshold (44.1 < 50.0),ranked_Lead_Data_Analyst_Healthcare_parsed_jd.json
448,Resume_4_Medical_Data_Analyst_skills,healthcare program analyst,44.1,passthrough,90.0,7.0,46.0,18.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=44.1 < 50.0. Top drivers: ATS match=44, Skill match=90, Experience=7.",,,below_review_threshold (44.1 < 50.0),ranked_Healthcare_Program_Analyst_parsed_jd.json
449,Resume_7_Health_Informatics_Analyst_skills,data entry analyst (healthcare),44.05,passthrough,80.0,14.0,35.0,12.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=44.05 < 50.0. Top drivers: ATS match=44, Skill match=80, Experience=14.",,,below_review_threshold (44.05 < 50.0),ranked_Data_Entry_Analyst_Healthcare_parsed_jd.json
450,Resume_7_Health_Informatics_Analyst_skills,healthcare dashboard developer,43.95,passthrough,80.0,9.0,35.0,11.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=43.95 < 50.0. Top drivers: ATS match=44, Skill match=80, Experience=9.",,,below_review_threshold (43.95 < 50.0),ranked_Healthcare_Dashboard_Developer_parsed_jd.json
451,Resume_4_Medical_Data_Analyst_skills,clinical informatics analyst,43.9,passthrough,90.0,9.0,46.0,14.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=43.9 < 50.0. Top drivers: ATS match=44, Skill match=90, Experience=9.",,,below_review_threshold (43.9 < 50.0),ranked_Clinical_Informatics_Analyst_parsed_jd.json
452,Resume_4_Medical_Data_Analyst_skills,healthcare performance analyst,43.9,passthrough,90.0,9.0,46.0,14.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=43.9 < 50.0. Top drivers: ATS match=44, Skill match=90, Experience=9.",,,below_review_threshold (43.9 < 50.0),ranked_Healthcare_Performance_Analyst_parsed_jd.json
453,Resume_7_Health_Informatics_Analyst_skills,healthcare business analyst,43.85,passthrough,80.0,18.0,35.0,26.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=43.85 < 50.0. Top drivers: ATS match=44, Skill match=80, Experience=18.",,,below_review_threshold (43.85 < 50.0),ranked_Healthcare_Business_Analyst_parsed_jd.json
454,Resume_4_Medical_Data_Analyst_skills,health informatics specialist,43.7,passthrough,90.0,7.0,46.0,16.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=43.7 < 50.0. Top drivers: ATS match=44, Skill match=90, Experience=7.",,,below_review_threshold (43.7 < 50.0),ranked_Health_Informatics_Specialist_parsed_jd.json
455,Resume_4_Medical_Data_Analyst_skills,healthcare outcomes analyst,43.7,passthrough,90.0,7.0,46.0,16.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=43.7 < 50.0. Top drivers: ATS match=44, Skill match=90, Experience=7.",,,below_review_threshold (43.7 < 50.0),ranked_Healthcare_Outcomes_Analyst_parsed_jd.json
456,Resume_4_Medical_Data_Analyst_skills,healthcare bi (business intelligence) analyst,43.5,passthrough,90.0,11.0,46.0,9.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=43.5 < 50.0. Top drivers: ATS match=44, Skill match=90, Experience=11.",,,below_review_threshold (43.5 < 50.0),ranked_Healthcare_BI_(Business_Intelligence)_Analyst_parsed_jd.json
457,Resume_4_Medical_Data_Analyst_skills,healthcare reporting analyst,43.5,passthrough,90.0,9.0,46.0,12.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=43.5 < 50.0. Top drivers: ATS match=44, Skill match=90, Experience=9.",,,below_review_threshold (43.5 < 50.0),ranked_Healthcare_Reporting_Analyst_parsed_jd.json
458,Resume_7_Health_Informatics_Analyst_skills,global health data analyst,43.45,passthrough,80.0,20.0,35.0,21.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=43.45 < 50.0. Top drivers: ATS match=43, Skill match=80, Experience=20.",,,below_review_threshold (43.45 < 50.0),ranked_Global_Health_Data_Analyst_parsed_jd.json
459,Resume_1_Healthcare_Data_Analyst_Junior_skills,ehr implementation analyst,43.4,passthrough,90.0,27.0,53.0,20.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=43.4 < 50.0. Top drivers: ATS match=43, Skill match=90, Experience=27.",,,below_review_threshold (43.4 < 50.0),ranked_EHR_Implementation_Analyst_parsed_jd.json
460,Resume_1_Healthcare_Data_Analyst_Junior_skills,head of health informatics,43.3,passthrough,90.0,20.0,53.0,15.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=43.3 < 50.0. Top drivers: ATS match=43, Skill match=90, Experience=20.",,,below_review_threshold (43.3 < 50.0),ranked_Head_of_Health_Informatics_parsed_jd.json
461,Resume_4_Medical_Data_Analyst_skills,digital health analyst,43.3,passthrough,90.0,7.0,46.0,14.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=43.3 < 50.0. Top drivers: ATS match=43, Skill match=90, Experience=7.",,,below_review_threshold (43.3 < 50.0),ranked_Digital_Health_Analyst_parsed_jd.json
462,Amala_Resume_DS_DA_2026__skills,ehr implementation analyst,43.2,passthrough,90.0,45.0,36.0,0.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=43.2 < 50.0. Top drivers: ATS match=43, Skill match=90, Experience=45.",,,below_review_threshold (43.2 < 50.0),Amala_Resume_DS_DA_2026__skills__EHR_Implementation_Analyst_parsed_jd.json
463,Resume_4_Medical_Data_Analyst_skills,healthcare financial analyst,43.1,passthrough,90.0,7.0,46.0,13.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=43.1 < 50.0. Top drivers: ATS match=43, Skill match=90, Experience=7.",,,below_review_threshold (43.1 < 50.0),ranked_Healthcare_Financial_Analyst_parsed_jd.json
464,Resume_4_Medical_Data_Analyst_skills,ai specialist in healthcare analytics,42.5,passthrough,90.0,7.0,46.0,10.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=42.5 < 50.0. Top drivers: ATS match=42, Skill match=90, Experience=7.",,,below_review_threshold (42.5 < 50.0),ranked_ai_specialist_in_healthcare_analytics_parsed_jd.json
465,Resume_7_Health_Informatics_Analyst_skills,remote clinical data analyst,42.45,passthrough,80.0,10.0,35.0,31.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=42.45 < 50.0. Top drivers: ATS match=42, Skill match=80, Experience=10.",,,below_review_threshold (42.45 < 50.0),ranked_Remote_Clinical_Data_Analyst_parsed_jd.json
466,Resume_7_Health_Informatics_Analyst_skills,public health data analyst (entry-level),42.25,passthrough,80.0,18.0,35.0,18.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=42.25 < 50.0. Top drivers: ATS match=42, Skill match=80, Experience=18.",,,below_review_threshold (42.25 < 50.0),ranked_public_health_data_analyst_entrylevel_parsed_jd.json
467,Resume_7_Health_Informatics_Analyst_skills,head of health informatics,42.1,passthrough,80.0,11.0,35.0,51.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=42.1 < 50.0. Top drivers: ATS match=42, Skill match=80, Experience=11.",,,below_review_threshold (42.1 < 50.0),ranked_Head_of_Health_Informatics_parsed_jd.json
468,Resume_7_Health_Informatics_Analyst_skills,healthcare data analyst (junior),41.95,passthrough,80.0,19.0,35.0,15.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=41.95 < 50.0. Top drivers: ATS match=42, Skill match=80, Experience=19.",,,below_review_threshold (41.95 < 50.0),ranked_healthcare_data_analyst_(junior)_parsed_jd.json
469,Resume_7_Health_Informatics_Analyst_skills,senior clinical data analyst,41.85,passthrough,80.0,10.0,35.0,28.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=41.85 < 50.0. Top drivers: ATS match=42, Skill match=80, Experience=10.",,,below_review_threshold (41.85 < 50.0),ranked_Senior_Clinical_Data_Analyst_parsed_jd.json
470,Resume_4_Medical_Data_Analyst_skills,health policy analyst,41.6,passthrough,90.0,8.0,46.0,4.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=41.6 < 50.0. Top drivers: ATS match=42, Skill match=90, Experience=8.",,,below_review_threshold (41.6 < 50.0),ranked_Health_Policy_Analyst_parsed_jd.json
471,Resume_7_Health_Informatics_Analyst_skills,lead data analyst (healthcare),41.35,passthrough,80.0,19.0,35.0,12.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=41.35 < 50.0. Top drivers: ATS match=41, Skill match=80, Experience=19.",,,below_review_threshold (41.35 < 50.0),ranked_Lead_Data_Analyst_Healthcare_parsed_jd.json
472,Resume_7_Health_Informatics_Analyst_skills,health policy analyst,40.85,passthrough,80.0,16.0,35.0,14.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=40.85 < 50.0. Top drivers: ATS match=41, Skill match=80, Experience=16.",,,below_review_threshold (40.85 < 50.0),ranked_Health_Policy_Analyst_parsed_jd.json
473,Resume_7_Health_Informatics_Analyst_skills,population health analyst,40.75,passthrough,80.0,11.0,35.0,21.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=40.75 < 50.0. Top drivers: ATS match=41, Skill match=80, Experience=11.",,,below_review_threshold (40.75 < 50.0),ranked_Population_Health_Analyst_parsed_jd.json
474,Resume_7_Health_Informatics_Analyst_skills,health information systems analyst,40.35,passthrough,80.0,17.0,35.0,10.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=40.35 < 50.0. Top drivers: ATS match=40, Skill match=80, Experience=17.",,,below_review_threshold (40.35 < 50.0),ranked_Health_Information_Systems_Analyst_parsed_jd.json
475,Resume_7_Health_Informatics_Analyst_skills,senior healthcare data analyst,40.25,passthrough,80.0,14.0,35.0,14.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=40.25 < 50.0. Top drivers: ATS match=40, Skill match=80, Experience=14.",,,below_review_threshold (40.25 < 50.0),ranked_Senior_Healthcare_Data_Analyst_parsed_jd.json
476,Resume_7_Health_Informatics_Analyst_skills,public health analyst,40.25,passthrough,80.0,12.0,35.0,17.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=40.25 < 50.0. Top drivers: ATS match=40, Skill match=80, Experience=12.",,,below_review_threshold (40.25 < 50.0),ranked_Public_Health_Analyst_parsed_jd.json
477,Resume_7_Health_Informatics_Analyst_skills,clinical data analyst,40.25,passthrough,80.0,8.0,35.0,23.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=40.25 < 50.0. Top drivers: ATS match=40, Skill match=80, Experience=8.",,,below_review_threshold (40.25 < 50.0),ranked_Clinical_Data_Analyst_parsed_jd.json
478,Resume_7_Health_Informatics_Analyst_skills,medical billing data analyst,40.05,passthrough,80.0,14.0,35.0,13.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=40.05 < 50.0. Top drivers: ATS match=40, Skill match=80, Experience=14.",,,below_review_threshold (40.05 < 50.0),ranked_Medical_Billing_Data_Analyst_parsed_jd.json
479,Resume_7_Health_Informatics_Analyst_skills,healthcare outcomes analyst,39.95,passthrough,80.0,15.0,35.0,11.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=39.95 < 50.0. Top drivers: ATS match=40, Skill match=80, Experience=15.",,,below_review_threshold (39.95 < 50.0),ranked_Healthcare_Outcomes_Analyst_parsed_jd.json
480,Resume_7_Health_Informatics_Analyst_skills,telehealth data analyst,39.95,passthrough,80.0,15.0,35.0,11.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=39.95 < 50.0. Top drivers: ATS match=40, Skill match=80, Experience=15.",,,below_review_threshold (39.95 < 50.0),ranked_Telehealth_Data_Analyst_parsed_jd.json
481,Resume_7_Health_Informatics_Analyst_skills,healthcare bi (business intelligence) analyst,39.85,passthrough,80.0,18.0,35.0,6.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=39.85 < 50.0. Top drivers: ATS match=40, Skill match=80, Experience=18.",,,below_review_threshold (39.85 < 50.0),ranked_Healthcare_BI_(Business_Intelligence)_Analyst_parsed_jd.json
482,Resume_7_Health_Informatics_Analyst_skills,healthcare statistician,39.85,passthrough,80.0,14.0,35.0,12.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=39.85 < 50.0. Top drivers: ATS match=40, Skill match=80, Experience=14.",,,below_review_threshold (39.85 < 50.0),ranked_healthcare_statistician_biostatistician_parsed_jd.json
483,Resume_7_Health_Informatics_Analyst_skills,healthcare program analyst,39.65,passthrough,80.0,14.0,35.0,11.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=39.65 < 50.0. Top drivers: ATS match=40, Skill match=80, Experience=14.",,,below_review_threshold (39.65 < 50.0),ranked_Healthcare_Program_Analyst_parsed_jd.json
484,Resume_4_Medical_Data_Analyst_skills,head of health informatics,39.6,passthrough,90.0,13.0,46.0,14.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=39.6 < 50.0. Top drivers: ATS match=40, Skill match=90, Experience=13.",,,below_review_threshold (39.6 < 50.0),ranked_Head_of_Health_Informatics_parsed_jd.json
485,Resume_7_Health_Informatics_Analyst_skills,genomics data analyst,39.55,passthrough,80.0,13.0,35.0,12.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=39.55 < 50.0. Top drivers: ATS match=40, Skill match=80, Experience=13.",,,below_review_threshold (39.55 < 50.0),ranked_Genomics_Data_Analyst_parsed_jd.json
486,Resume_7_Health_Informatics_Analyst_skills,healthcare data analyst,39.55,passthrough,80.0,11.0,35.0,15.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=39.55 < 50.0. Top drivers: ATS match=40, Skill match=80, Experience=11.",,,below_review_threshold (39.55 < 50.0),ranked_Healthcare_Data_Analyst_parsed_jd.json
487,Resume_7_Health_Informatics_Analyst_skills,healthcare reporting analyst,39.45,passthrough,80.0,14.0,35.0,10.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=39.45 < 50.0. Top drivers: ATS match=39, Skill match=80, Experience=14.",,,below_review_threshold (39.45 < 50.0),ranked_Healthcare_Reporting_Analyst_parsed_jd.json
488,Resume_4_Medical_Data_Analyst_skills,healthcare data science manager,39.4,passthrough,90.0,9.0,46.0,21.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=39.4 < 50.0. Top drivers: ATS match=39, Skill match=90, Experience=9.",,,below_review_threshold (39.4 < 50.0),ranked_Healthcare_Data_Science_Manager_parsed_jd.json
489,Resume_7_Health_Informatics_Analyst_skills,revenue cycle data analyst,39.35,passthrough,80.0,17.0,35.0,5.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=39.35 < 50.0. Top drivers: ATS match=39, Skill match=80, Experience=17.",,,below_review_threshold (39.35 < 50.0),ranked_Revenue_Cycle_Analyst_parsed_jd.json
490,Resume_7_Health_Informatics_Analyst_skills,medical data analyst,39.35,passthrough,80.0,13.0,35.0,11.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=39.35 < 50.0. Top drivers: ATS match=39, Skill match=80, Experience=13.",,,below_review_threshold (39.35 < 50.0),ranked_Medical_Data_Analyst_parsed_jd.json
491,Resume_7_Health_Informatics_Analyst_skills,freelance healthcare data analyst,39.35,passthrough,80.0,11.0,35.0,14.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=39.35 < 50.0. Top drivers: ATS match=39, Skill match=80, Experience=11.",,,below_review_threshold (39.35 < 50.0),ranked_Freelance_Healthcare_Data_Analyst_parsed_jd.json
492,Resume_7_Health_Informatics_Analyst_skills,quality improvement analyst (healthcare),39.25,passthrough,80.0,14.0,35.0,9.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=39.25 < 50.0. Top drivers: ATS match=39, Skill match=80, Experience=14.",,,below_review_threshold (39.25 < 50.0),ranked_quality_improvement_analyst_(healthcare)_parsed_jd.json
493,Resume_7_Health_Informatics_Analyst_skills,ehr implementation analyst,39.2,passthrough,80.0,14.0,35.0,53.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=39.2 < 50.0. Top drivers: ATS match=39, Skill match=80, Experience=14.",,,below_review_threshold (39.2 < 50.0),ranked_EHR_Implementation_Analyst_parsed_jd.json
494,Resume_7_Health_Informatics_Analyst_skills,healthcare risk analyst,39.15,passthrough,80.0,15.0,35.0,7.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=39.15 < 50.0. Top drivers: ATS match=39, Skill match=80, Experience=15.",,,below_review_threshold (39.15 < 50.0),ranked_Healthcare_Risk_Analyst_parsed_jd.json
495,Resume_7_Health_Informatics_Analyst_skills,clinical research data analyst,39.15,passthrough,80.0,7.0,35.0,19.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=39.15 < 50.0. Top drivers: ATS match=39, Skill match=80, Experience=7.",,,below_review_threshold (39.15 < 50.0),ranked_Clinical_Research_Data_Analyst_parsed_jd.json
496,Resume_7_Health_Informatics_Analyst_skills,healthcare financial analyst,39.05,passthrough,80.0,14.0,35.0,8.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=39.05 < 50.0. Top drivers: ATS match=39, Skill match=80, Experience=14.",,,below_review_threshold (39.05 < 50.0),ranked_Healthcare_Financial_Analyst_parsed_jd.json
497,Resume_7_Health_Informatics_Analyst_skills,insurance claims analyst,39.05,passthrough,80.0,14.0,35.0,8.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=39.05 < 50.0. Top drivers: ATS match=39, Skill match=80, Experience=14.",,,below_review_threshold (39.05 < 50.0),ranked_Insurance_Claims_Analyst_parsed_jd.json
498,Resume_7_Health_Informatics_Analyst_skills,epidemiology data analyst,38.95,passthrough,80.0,13.0,35.0,9.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=38.95 < 50.0. Top drivers: ATS match=39, Skill match=80, Experience=13.",,,below_review_threshold (38.95 < 50.0),ranked_Epidemiology_Data_Analyst_parsed_jd.json
499,Resume_7_Health_Informatics_Analyst_skills,healthcare analytics consultant,38.95,passthrough,80.0,13.0,35.0,9.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=38.95 < 50.0. Top drivers: ATS match=39, Skill match=80, Experience=13.",,,below_review_threshold (38.95 < 50.0),ranked_Healthcare_Analytics_Consultant_parsed_jd.json
500,Resume_7_Health_Informatics_Analyst_skills,healthcare operations analyst,38.95,passthrough,80.0,13.0,35.0,9.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=38.95 < 50.0. Top drivers: ATS match=39, Skill match=80, Experience=13.",,,below_review_threshold (38.95 < 50.0),ranked_Healthcare_Operations_Analyst_parsed_jd.json
501,Resume_7_Health_Informatics_Analyst_skills,patient experience analyst,38.95,passthrough,80.0,13.0,35.0,9.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=38.95 < 50.0. Top drivers: ATS match=39, Skill match=80, Experience=13.",,,below_review_threshold (38.95 < 50.0),ranked_Patient_Experience_Analyst_parsed_jd.json
502,Resume_7_Health_Informatics_Analyst_skills,healthcare ai analyst,38.85,passthrough,80.0,16.0,35.0,4.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=38.85 < 50.0. Top drivers: ATS match=39, Skill match=80, Experience=16.",,,below_review_threshold (38.85 < 50.0),ranked_Healthcare_AI_Analyst_parsed_jd.json
503,Resume_7_Health_Informatics_Analyst_skills,chief data officer,38.85,passthrough,80.0,12.0,35.0,10.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=38.85 < 50.0. Top drivers: ATS match=39, Skill match=80, Experience=12.",,,below_review_threshold (38.85 < 50.0),ranked_Chief_Data_Officer_Healthcare_parsed_jd.json
504,Resume_7_Health_Informatics_Analyst_skills,healthcare performance analyst,38.85,passthrough,80.0,12.0,35.0,10.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=38.85 < 50.0. Top drivers: ATS match=39, Skill match=80, Experience=12.",,,below_review_threshold (38.85 < 50.0),ranked_Healthcare_Performance_Analyst_parsed_jd.json
505,Resume_4_Medical_Data_Analyst_skills,clinical trials data manager,38.8,passthrough,90.0,10.0,46.0,16.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=38.8 < 50.0. Top drivers: ATS match=39, Skill match=90, Experience=10.",,,below_review_threshold (38.8 < 50.0),ranked_Clinical_Trials_Data_Manager_parsed_jd.json
506,Resume_7_Health_Informatics_Analyst_skills,biostatistician,38.35,passthrough,80.0,11.0,35.0,9.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=38.35 < 50.0. Top drivers: ATS match=38, Skill match=80, Experience=11.",,,below_review_threshold (38.35 < 50.0),ranked_Biostatistician_parsed_jd.json
507,Resume_7_Health_Informatics_Analyst_skills,claims data analyst,38.35,passthrough,80.0,11.0,35.0,9.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=38.35 < 50.0. Top drivers: ATS match=38, Skill match=80, Experience=11.",,,below_review_threshold (38.35 < 50.0),ranked_Claims_Data_Analyst_Insurance_parsed_jd.json
508,Resume_7_Health_Informatics_Analyst_skills,fraud & compliance analyst,38.15,passthrough,80.0,11.0,35.0,8.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=38.15 < 50.0. Top drivers: ATS match=38, Skill match=80, Experience=11.",,,below_review_threshold (38.15 < 50.0),ranked_fraud_compliance_analyst_parsed_jd.json
509,Resume_7_Health_Informatics_Analyst_skills,data analytics trainer,38.15,passthrough,80.0,9.0,35.0,11.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=38.15 < 50.0. Top drivers: ATS match=38, Skill match=80, Experience=9.",,,below_review_threshold (38.15 < 50.0),ranked_Data_Analytics_Trainer_Healthcare_parsed_jd.json
510,Resume_7_Health_Informatics_Analyst_skills,epidemiologist,37.95,passthrough,80.0,11.0,35.0,7.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=37.95 < 50.0. Top drivers: ATS match=38, Skill match=80, Experience=11.",,,below_review_threshold (37.95 < 50.0),ranked_epidemiologist_datafocused_parsed_jd.json
511,Resume_7_Health_Informatics_Analyst_skills,ai specialist in healthcare analytics,37.65,passthrough,80.0,12.0,35.0,4.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=37.65 < 50.0. Top drivers: ATS match=38, Skill match=80, Experience=12.",,,below_review_threshold (37.65 < 50.0),ranked_ai_specialist_in_healthcare_analytics_parsed_jd.json
512,Resume_4_Medical_Data_Analyst_skills,healthcare analytics manager,37.6,passthrough,90.0,9.0,46.0,12.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=37.6 < 50.0. Top drivers: ATS match=38, Skill match=90, Experience=9.",,,below_review_threshold (37.6 < 50.0),ranked_Healthcare_Analytics_Manager_parsed_jd.json
513,Resume_7_Health_Informatics_Analyst_skills,predictive analytics specialist,37.25,passthrough,80.0,10.0,35.0,5.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=37.25 < 50.0. Top drivers: ATS match=37, Skill match=80, Experience=10.",,,below_review_threshold (37.25 < 50.0),ranked_Predictive_Analytics_Specialist_parsed_jd.json
514,Resume_7_Health_Informatics_Analyst_skills,cost & utilization analyst,37.15,passthrough,80.0,7.0,35.0,9.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=37.15 < 50.0. Top drivers: ATS match=37, Skill match=80, Experience=7.",,,below_review_threshold (37.15 < 50.0),ranked_cost_utilization_analyst_healthcare_parsed_jd.json
515,Resume_4_Medical_Data_Analyst_skills,director of healthcare analytics,36.6,passthrough,90.0,6.0,46.0,13.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=36.6 < 50.0. Top drivers: ATS match=37, Skill match=90, Experience=6.",,,below_review_threshold (36.6 < 50.0),ranked_Director_of_Healthcare_Analytics_parsed_jd.json
516,Resume_4_Medical_Data_Analyst_skills,ehr implementation analyst,34.8,passthrough,90.0,13.0,46.0,12.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=34.8 < 50.0. Top drivers: ATS match=35, Skill match=90, Experience=13.",,,below_review_threshold (34.8 < 50.0),ranked_EHR_Implementation_Analyst_parsed_jd.json
517,Resume_7_Health_Informatics_Analyst_skills,healthcare analytics manager,34.1,passthrough,80.0,13.0,35.0,7.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=34.1 < 50.0. Top drivers: ATS match=34, Skill match=80, Experience=13.",,,below_review_threshold (34.1 < 50.0),ranked_Healthcare_Analytics_Manager_parsed_jd.json
518,Resume_7_Health_Informatics_Analyst_skills,director of healthcare analytics,33.9,passthrough,80.0,13.0,35.0,6.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=33.9 < 50.0. Top drivers: ATS match=34, Skill match=80, Experience=13.",,,below_review_threshold (33.9 < 50.0),ranked_Director_of_Healthcare_Analytics_parsed_jd.json
519,Resume_7_Health_Informatics_Analyst_skills,healthcare data science manager,33.3,passthrough,80.0,12.0,35.0,5.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=33.3 < 50.0. Top drivers: ATS match=33, Skill match=80, Experience=12.",,,below_review_threshold (33.3 < 50.0),ranked_Healthcare_Data_Science_Manager_parsed_jd.json
520,Resume_7_Health_Informatics_Analyst_skills,clinical trials data manager,32.7,passthrough,80.0,3.0,35.0,20.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=32.7 < 50.0. Top drivers: ATS match=33, Skill match=80, Experience=3.",,,below_review_threshold (32.7 < 50.0),ranked_Clinical_Trials_Data_Manager_parsed_jd.json
